,WKf,WKr,WRf,WRr,BKf,BKr,WIN
400,3,1,3,5,1,6,-1
401,3,1,3,6,0,5,-1
402,3,1,3,6,0,6,-1
403,3,1,3,6,0,7,-1
404,3,1,3,6,3,5,-1
405,3,1,3,6,3,7,-1
406,3,1,3,6,1,5,-1
407,3,1,3,6,1,6,-1
408,3,1,3,6,1,7,-1
409,3,1,3,7,0,6,-1
410,3,1,3,7,0,7,-1
411,3,1,3,7,0,8,-1
412,3,1,3,7,3,6,-1
413,3,1,3,7,3,8,-1
414,3,1,3,7,1,6,-1
415,3,1,3,7,1,7,-1
416,3,1,3,7,1,8,-1
417,3,1,3,8,0,7,-1
418,3,1,3,8,0,8,-1
419,3,1,3,8,3,7,-1
420,3,1,3,8,1,7,-1
421,3,1,3,8,1,8,-1
422,3,1,1,1,3,1,-1
423,3,1,1,1,3,2,-1
424,3,1,1,1,1,2,-1
425,3,1,1,1,5,1,-1
426,3,1,1,1,5,2,-1
427,3,1,1,2,3,1,-1
428,3,1,1,2,3,2,-1
429,3,1,1,2,3,3,-1
430,3,1,1,2,1,1,-1
431,3,1,1,2,1,3,-1
432,3,1,1,2,5,1,-1
433,3,1,1,2,5,2,-1
434,3,1,1,2,5,3,-1
435,3,1,1,3,3,2,-1
436,3,1,1,3,3,3,-1
437,3,1,1,3,3,4,-1
438,3,1,1,3,1,2,-1
439,3,1,1,3,1,4,-1
440,3,1,1,3,5,2,-1
441,3,1,1,3,5,3,-1
442,3,1,1,3,5,4,-1
443,3,1,1,4,3,3,-1
444,3,1,1,4,3,4,-1
445,3,1,1,4,3,5,-1
446,3,1,1,4,1,3,-1
447,3,1,1,4,1,5,-1
448,3,1,1,4,5,3,-1
449,3,1,1,4,5,4,-1
450,3,1,1,4,5,5,-1
451,3,1,1,5,3,4,-1
452,3,1,1,5,3,5,-1
453,3,1,1,5,3,6,-1
454,3,1,1,5,1,4,-1
455,3,1,1,5,1,6,-1
456,3,1,1,5,5,4,-1
457,3,1,1,5,5,5,-1
458,3,1,1,5,5,6,-1
459,3,1,1,6,3,5,-1
460,3,1,1,6,3,6,-1
461,3,1,1,6,3,7,-1
462,3,1,1,6,1,5,-1
463,3,1,1,6,1,7,-1
464,3,1,1,6,5,5,-1
465,3,1,1,6,5,6,-1
466,3,1,1,6,5,7,-1
467,3,1,1,7,3,6,-1
468,3,1,1,7,3,7,-1
469,3,1,1,7,3,8,-1
470,3,1,1,7,1,6,-1
471,3,1,1,7,1,8,-1
472,3,1,1,7,5,6,-1
473,3,1,1,7,5,7,-1
474,3,1,1,7,5,8,-1
475,3,1,1,8,3,7,-1
476,3,1,1,8,3,8,-1
477,3,1,1,8,1,7,-1
478,3,1,1,8,5,7,-1
479,3,1,1,8,5,8,-1
480,3,1,5,1,1,1,-1
481,3,1,5,1,1,2,-1
482,3,1,5,1,5,2,-1
483,3,1,5,1,7,1,-1
484,3,1,5,1,7,2,-1
485,3,1,5,2,1,1,-1
486,3,1,5,2,1,2,-1
487,3,1,5,2,1,3,-1
488,3,1,5,2,5,1,-1
489,3,1,5,2,5,3,-1
490,3,1,5,2,7,1,-1
491,3,1,5,2,7,2,-1
492,3,1,5,2,7,3,-1
493,3,1,5,3,1,2,-1
494,3,1,5,3,1,3,-1
495,3,1,5,3,1,4,-1
496,3,1,5,3,5,2,-1
497,3,1,5,3,5,4,-1
498,3,1,5,3,7,2,-1
499,3,1,5,3,7,3,-1
500,3,1,5,3,7,4,-1
501,3,1,5,4,1,3,-1
502,3,1,5,4,1,4,-1
503,3,1,5,4,1,5,-1
504,3,1,5,4,5,3,-1
505,3,1,5,4,5,5,-1
506,3,1,5,4,7,3,-1
507,3,1,5,4,7,4,-1
508,3,1,5,4,7,5,-1
509,3,1,5,5,1,4,-1
510,3,1,5,5,1,5,-1
511,3,1,5,5,1,6,-1
512,3,1,5,5,5,4,-1
513,3,1,5,5,5,6,-1
514,3,1,5,5,7,4,-1
515,3,1,5,5,7,5,-1
516,3,1,5,5,7,6,-1
517,3,1,5,6,1,5,-1
518,3,1,5,6,1,6,-1
519,3,1,5,6,1,7,-1
520,3,1,5,6,5,5,-1
521,3,1,5,6,5,7,-1
522,3,1,5,6,7,5,-1
523,3,1,5,6,7,6,-1
524,3,1,5,6,7,7,-1
525,3,1,5,7,1,6,-1
526,3,1,5,7,1,7,-1
527,3,1,5,7,1,8,-1
528,3,1,5,7,5,6,-1
529,3,1,5,7,5,8,-1
530,3,1,5,7,7,6,-1
531,3,1,5,7,7,7,-1
532,3,1,5,7,7,8,-1
533,3,1,5,8,1,7,-1
534,3,1,5,8,1,8,-1
535,3,1,5,8,5,7,-1
536,3,1,5,8,7,7,-1
537,3,1,5,8,7,8,-1
538,3,1,7,1,5,1,-1
539,3,1,7,1,5,2,-1
540,3,1,7,1,7,2,-1
541,3,1,7,2,5,1,-1
542,3,1,7,2,5,2,-1
543,3,1,7,2,5,3,-1
544,3,1,7,2,7,1,-1
545,3,1,7,2,7,3,-1
546,3,1,7,3,5,2,-1
547,3,1,7,3,5,3,-1
548,3,1,7,3,5,4,-1
549,3,1,7,3,7,2,-1
550,3,1,7,3,7,4,-1
551,3,1,7,4,5,3,-1
552,3,1,7,4,5,4,-1
553,3,1,7,4,5,5,-1
554,3,1,7,4,7,3,-1
555,3,1,7,4,7,5,-1
556,3,1,7,5,5,4,-1
557,3,1,7,5,5,5,-1
558,3,1,7,5,5,6,-1
559,3,1,7,5,7,4,-1
560,3,1,7,5,7,6,-1
561,3,1,7,6,5,5,-1
562,3,1,7,6,5,6,-1
563,3,1,7,6,5,7,-1
564,3,1,7,6,7,5,-1
565,3,1,7,6,7,7,-1
566,3,1,7,7,5,6,-1
567,3,1,7,7,5,7,-1
568,3,1,7,7,5,8,-1
569,3,1,7,7,7,6,-1
570,3,1,7,7,7,8,-1
571,3,1,7,8,5,7,-1
572,3,1,7,8,5,8,-1
573,3,1,7,8,7,7,-1
574,3,2,2,4,0,3,-1
575,3,2,0,1,0,2,-1
576,3,2,0,1,3,1,-1
577,3,2,0,1,3,2,-1
578,3,2,0,2,0,1,-1
579,3,2,0,2,0,3,-1
580,3,2,0,2,3,1,-1
581,3,2,0,2,3,2,-1
582,3,2,0,2,3,3,-1
583,3,2,0,3,0,2,-1
584,3,2,0,3,0,4,-1
585,3,2,0,3,3,2,-1
586,3,2,0,3,3,3,-1
587,3,2,0,3,3,4,-1
588,3,2,0,4,0,3,-1
589,3,2,0,4,3,3,-1
590,3,2,0,4,3,4,-1
591,3,2,0,4,3,5,-1
592,3,2,0,5,3,4,-1
593,3,2,3,1,0,1,-1
594,3,2,3,1,0,2,-1
595,3,2,3,1,3,2,-1
596,3,2,3,1,1,1,-1
597,3,2,3,1,1,2,-1
598,3,2,3,2,0,1,-1
599,3,2,3,2,0,2,-1
600,3,2,3,2,0,3,-1
601,3,2,3,2,3,1,-1
602,3,2,3,2,3,3,-1
603,3,2,3,2,1,1,-1
604,3,2,3,2,1,2,-1
605,3,2,3,2,1,3,-1
606,3,2,3,3,0,2,-1
607,3,2,3,3,0,3,-1
608,3,2,3,3,0,4,-1
609,3,2,3,3,3,2,-1
610,3,2,3,3,3,4,-1
611,3,2,3,3,1,2,-1
612,3,2,3,3,1,3,-1
613,3,2,3,3,1,4,-1
614,3,2,3,4,0,3,-1
615,3,2,3,4,0,4,-1
616,3,2,3,4,3,3,-1
617,3,2,3,4,3,5,-1
618,3,2,3,4,1,3,-1
619,3,2,3,4,1,4,-1
620,3,2,3,4,1,5,-1
621,3,2,3,5,0,4,-1
622,3,2,3,5,3,4,-1
623,3,2,3,5,1,4,-1
624,3,2,3,5,1,5,-1
625,3,2,3,5,1,6,-1
626,3,2,3,6,1,5,-1
627,3,2,1,1,3,1,-1
628,3,2,1,1,3,2,-1
629,3,2,1,1,1,2,-1
630,3,2,1,1,5,1,-1
631,3,2,1,1,5,2,-1
632,3,2,1,2,3,1,-1
633,3,2,1,2,3,2,-1
634,3,2,1,2,3,3,-1
635,3,2,1,2,1,1,-1
636,3,2,1,2,1,3,-1
637,3,2,1,2,5,1,-1
638,3,2,1,2,5,2,-1
639,3,2,1,2,5,3,-1
640,3,2,1,3,3,2,-1
641,3,2,1,3,3,3,-1
642,3,2,1,3,3,4,-1
643,3,2,1,3,1,2,-1
644,3,2,1,3,1,4,-1
645,3,2,1,3,5,2,-1
646,3,2,1,3,5,3,-1
647,3,2,1,3,5,4,-1
648,3,2,1,4,3,3,-1
649,3,2,1,4,3,4,-1
650,3,2,1,4,3,5,-1
651,3,2,1,4,1,3,-1
652,3,2,1,4,1,5,-1
653,3,2,1,4,5,3,-1
654,3,2,1,4,5,4,-1
655,3,2,1,4,5,5,-1
656,3,2,1,5,3,4,-1
657,3,2,1,5,3,5,-1
658,3,2,1,5,1,4,-1
659,3,2,1,5,1,6,-1
660,3,2,1,5,5,4,-1
661,3,2,1,5,5,5,-1
662,3,2,1,5,5,6,-1
663,3,2,1,6,3,5,-1
664,3,2,1,6,1,5,-1
665,3,2,1,6,5,5,-1
666,3,2,1,6,5,6,-1
667,3,2,1,6,5,7,-1
668,3,2,1,7,5,6,-1
669,3,2,5,1,1,1,-1
670,3,2,5,1,1,2,-1
671,3,2,5,1,5,2,-1
672,3,2,5,1,7,1,-1
673,3,2,5,1,7,2,-1
674,3,2,5,2,1,1,-1
675,3,2,5,2,1,2,-1
676,3,2,5,2,1,3,-1
677,3,2,5,2,5,1,-1
678,3,2,5,2,5,3,-1
679,3,2,5,2,7,1,-1
680,3,2,5,2,7,2,-1
681,3,2,5,2,7,3,-1
682,3,2,5,3,1,2,-1
683,3,2,5,3,1,3,-1
684,3,2,5,3,1,4,-1
685,3,2,5,3,5,2,-1
686,3,2,5,3,5,4,-1
687,3,2,5,3,7,2,-1
688,3,2,5,3,7,3,-1
689,3,2,5,3,7,4,-1
690,3,2,5,4,1,3,-1
691,3,2,5,4,1,4,-1
692,3,2,5,4,1,5,-1
693,3,2,5,4,5,3,-1
694,3,2,5,4,5,5,-1
695,3,2,5,4,7,3,-1
696,3,2,5,4,7,4,-1
697,3,2,5,4,7,5,-1
698,3,2,5,5,1,4,-1
699,3,2,5,5,1,5,-1
700,3,2,5,5,1,6,-1
701,3,2,5,5,5,4,-1
702,3,2,5,5,5,6,-1
703,3,2,5,5,7,4,-1
704,3,2,5,5,7,5,-1
705,3,2,5,5,7,6,-1
706,3,2,5,6,1,5,-1
707,3,2,5,6,1,6,-1
708,3,2,5,6,5,5,-1
709,3,2,5,6,5,7,-1
710,3,2,5,6,7,5,-1
711,3,2,5,6,7,6,-1
712,3,2,5,6,7,7,-1
713,3,2,5,7,1,6,-1
714,3,2,5,7,5,6,-1
715,3,2,5,7,7,6,-1
716,3,2,5,7,7,7,-1
717,3,2,5,7,7,8,-1
718,3,2,5,8,7,7,-1
719,3,2,7,1,5,1,-1
720,3,2,7,1,5,2,-1
721,3,2,7,1,7,2,-1
722,3,2,7,2,5,1,-1
723,3,2,7,2,5,2,-1
724,3,2,7,2,5,3,-1
725,3,2,7,2,7,1,-1
726,3,2,7,2,7,3,-1
727,3,2,7,3,5,2,-1
728,3,2,7,3,5,3,-1
729,3,2,7,3,5,4,-1
730,3,2,7,3,7,2,-1
731,3,2,7,3,7,4,-1
732,3,2,7,4,5,3,-1
733,3,2,7,4,5,4,-1
734,3,2,7,4,5,5,-1
735,3,2,7,4,7,3,-1
736,3,2,7,4,7,5,-1
737,3,2,7,5,5,4,-1
738,3,2,7,5,5,5,-1
739,3,2,7,5,5,6,-1
740,3,2,7,5,7,4,-1
741,3,2,7,5,7,6,-1
742,3,2,7,6,5,5,-1
743,3,2,7,6,5,6,-1
744,3,2,7,6,5,7,-1
745,3,2,7,6,7,5,-1
746,3,2,7,6,7,7,-1
747,3,2,7,7,5,6,-1
748,3,2,7,7,5,7,-1
749,3,2,7,7,7,6,-1
750,3,2,7,7,7,8,-1
751,3,2,7,8,5,7,-1
752,3,2,7,8,7,7,-1
753,2,1,6,1,6,2,-1
754,2,1,6,2,6,1,-1
755,2,1,6,2,6,3,-1
756,2,1,6,2,4,3,-1
757,2,1,6,3,6,2,-1
758,2,1,6,3,6,4,-1
759,2,1,6,3,4,3,-1
760,2,1,6,3,4,4,-1
761,2,1,6,4,6,3,-1
762,2,1,6,4,6,5,-1
763,2,1,6,4,4,3,-1
764,2,1,6,4,4,4,-1
765,2,1,6,4,4,5,-1
766,2,1,6,5,6,4,-1
767,2,1,6,5,6,6,-1
768,2,1,6,5,4,4,-1
769,2,1,6,5,4,5,-1
770,2,1,6,5,4,6,-1
771,2,1,6,6,6,5,-1
772,2,1,6,6,6,7,-1
773,2,1,6,6,4,5,-1
774,2,1,6,6,4,6,-1
775,2,1,6,6,4,7,-1
776,2,1,6,7,6,6,-1
777,2,1,6,7,6,8,-1
778,2,1,6,7,4,6,-1
779,2,1,6,7,4,7,-1
780,2,1,6,7,4,8,-1
781,2,1,6,8,6,7,-1
782,2,1,6,8,4,7,-1
783,2,1,6,8,4,8,-1
784,2,1,4,2,6,1,-1
785,2,1,4,3,6,2,-1
786,2,1,4,3,6,3,-1
787,2,1,4,3,6,4,-1
788,2,1,4,3,4,4,-1
789,2,1,4,3,2,3,-1
790,2,1,4,3,2,4,-1
791,2,1,4,4,6,3,-1
792,2,1,4,4,6,4,-1
793,2,1,4,4,6,5,-1
794,2,1,4,4,4,3,-1
795,2,1,4,4,4,5,-1
796,2,1,4,4,2,3,-1
797,2,1,4,4,2,4,-1
798,2,1,4,4,2,5,-1
799,2,1,4,5,6,4,-1
800,2,1,4,5,6,5,-1
801,2,1,4,5,6,6,-1
802,2,1,4,5,4,4,-1
803,2,1,4,5,4,6,-1
804,2,1,4,5,2,4,-1
805,2,1,4,5,2,5,-1
806,2,1,4,5,2,6,-1
807,2,1,4,6,6,5,-1
808,2,1,4,6,6,6,-1
809,2,1,4,6,6,7,-1
810,2,1,4,6,4,5,-1
811,2,1,4,6,4,7,-1
812,2,1,4,6,2,5,-1
813,2,1,4,6,2,6,-1
814,2,1,4,6,2,7,-1
815,2,1,4,7,6,6,-1
816,2,1,4,7,6,7,-1
817,2,1,4,7,6,8,-1
818,2,1,4,7,4,6,-1
819,2,1,4,7,4,8,-1
